source,author,title,description,url,urlToImage,publishedAt,content,category,country
"{'id': None, 'name': 'Idiva.com'}",Nisha Pandey,"Why We Need Vitamin D, Its Benefits, Natural Sources & The Best Vitamin D Supplements - iDiva.com",Vitamin D is one of the essential nutrients your body needs to function. It's different from other vitamins that you obtain from the food you eat. Your body can actually make Vitamin D on its own when your skin is exposed to sunlight.Vitamin D plays a vital râ€¦,https://www.idiva.com/health-wellness/well-being/guide-to-the-sources-of-vitamin-d-along-with-its-benefits-causes-of-deficiency-and-the-best-supplements-of-vitamin-d/18056270,https://im.idiva.com/content/2023/Apr/googledocmediakixsru07afg941k_644a369e28b40.jpg,2023-04-28T22:33:15Z,Vitamin D is one of the essential nutrients your body needs to function. It's different from other vitamins that you obtain from the food you eat. Your body can actually make Vitamin D on its own wheâ€¦ [+8659 chars],health,in
"{'id': None, 'name': 'Idiva.com'}",Nikita Daniel Upadhya,"If Youâ€™re A Vegetarian Looking To Up Your Protein Intake, Try These 5 Plant-Based Products - iDiva.com","Although it's true that most people prefer animal products as their main source of protein, such as beef, chicken, pork, fish, turkey, and shellfish, there are a few vegetarian protein options that are just as effective. Protein, as we all know, serves as theâ€¦",https://www.idiva.com/health-wellness/diet-detox/add-delicious-and-healthy-protein-rich-vegetarian-products-to-your-diet-like-peanut-butter-protein-bars/18056366,https://im.idiva.com/content/2023/Apr/social-2---2023-04-28T185510546_644bca5fea869.png,2023-04-28T20:33:10Z,"Although it's true that most people prefer animal products as their main source of protein, such as beef, chicken, pork, fish, turkey, and shellfish, there are a few vegetarian protein options that aâ€¦ [+3342 chars]",health,in
"{'id': None, 'name': 'Biomedcentral.com'}",,Metabolic and biochemical profile in women with polycystic ovarian syndrome attending tertiary care centre of central NEPAL - BMC Women's Health - BioMed Central,"Background Polycystic Ovarian Syndrome (PCOS) is a common endocrinopathy in women of reproductive age group and is highly associated with an increased risk of diabetes, hypertension, cardiovascular disease, and hyper estrogen-related malignancies in women witâ€¦",https://bmcwomenshealth.biomedcentral.com/articles/10.1186/s12905-023-02379-z,https://media.springernature.com/w200/springer-static/cover/journal/12905.jpg,2023-04-28T20:01:41Z,,health,in
"{'id': None, 'name': 'Arunachaltimes.in'}",,"Climate change increasing risk of emerging viruses, diseases in India: Experts - The Arunachal Times",,https://arunachaltimes.in/index.php/2023/04/29/climate-change-increasing-risk-of-emerging-viruses-diseases-in-india-experts/,,2023-04-28T19:31:09Z,"NEW DELHI, 28 Apr: Changing climatic conditions, particularly temperature and moisture variations, following events such as extreme rainfall in some places and drought in others, will lead to a surgeâ€¦ [+2832 chars]",health,in
"{'id': None, 'name': 'The Tribune India'}",The Tribune India,Elite Keto Gummies UK (Dragons Den Keto Gummies) - Keto Gummies Elite UK Legit Price & Keto Elite Gummies Scam Exposed 2023! - The Tribune India,,https://www.tribuneindia.com/news/brand-connect/elite-keto-gummies-uk-dragons-den-keto-gummies-keto-gummies-elite-uk-legit-price-keto-elite-gummies-scam-exposed-2023-502881,,2023-04-28T19:31:00Z,,health,in
"{'id': None, 'name': 'Mid-day'}",,100-year-old BCG vaccine does not protect against Covid-19: Study - mid-day.com,"A Murdoch Children's led study, published in Clinical & Translational Immunology last year, also showed that the BCG vaccine did provide an immune response consistent with protection against severe Covid-19",https://www.mid-day.com/lifestyle/health-and-fitness/article/100-year-old-bcg-vaccine-does-not-protect-against-covid-19-study-23283374,https://images.mid-day.com/images/images/2023/apr/covid-twenty-eight-april_d.jpg,2023-04-28T19:12:00Z,"A Murdoch Children's led study, published in Clinical &amp; Translational Immunology last year, also showed that the BCG vaccine did provide an immune response consistent with protection against seveâ€¦ [+3249 chars]",health,in
"{'id': None, 'name': 'Kdnuggets.com'}",https://www.facebook.com/kdnuggets,Introducing Healthcare-Specific Large Language Models from John Snow Labs - KDnuggets,John Snow Labs recently released a new LLM called BioGPT-JSL and capabilities tuned specifically to the medical domain. This article summarizes three things you should know about it.,https://www.kdnuggets.com/2023/04/john-snow-introducing-healthcare-specific-large-language-models-john-snow-labs.html,https://www.kdnuggets.com/wp-content/uploads/john-snow-230428-1.png,2023-04-28T17:30:38Z,"By David Talby and Veysel Kocaman, John Snow Labs
Large language models (LLMs) unlock new use cases in Healthcare NLP. From automating clinical data abstraction and real-world evidence to improving â€¦ [+10262 chars]",health,in
"{'id': None, 'name': 'Healthpolicy-watch.news'}",https://www.facebook.com/HealthPolicyWatch,"African Countries Make Ambitious Commitments On Childhood Pneumonia, Zero-Dose Children And Child Mortality - Health Policy Watch",Four more African countries will be introducing pneumococcal conjugate vaccine (PCV) into their routine immunization schedules - as other countries across Africa...,https://healthpolicy-watch.news/african-countries-make-ambitious-commitments-on-childhood-pneumonia-zero-dose-children-and-child-mortality/,https://i0.wp.com/healthpolicy-watch.news/wp-content/uploads/2023/04/PaulLondon1-scaled.jpeg,2023-04-28T17:12:52Z,"Health officials from Francophone African countries speaking on at the 2nd Global Forum on Childhood Pneumonia.
Four more African countries will be introducing pneumococcal conjugate vaccine (PCV) iâ€¦ [+7526 chars]",health,in
"{'id': None, 'name': 'Biomedcentral.com'}",,Nomogram to predict FSH starting dose in poor ovarian response women in progestin primed ovarian stimulation protocol - BMC Women's Health - BioMed Central,Prediction of individual ovarian response to exogenous gonadotropin is a cornerstone for success and safety in all controlled ovarian stimulation (COS) protocols. Providing the best FSH starting dose according to each womanâ€™s own characteristics is the key toâ€¦,https://bmcwomenshealth.biomedcentral.com/articles/10.1186/s12905-023-02327-x,https://media.springernature.com/w200/springer-static/cover/journal/12905.jpg,2023-04-28T16:59:29Z,,health,in
"{'id': None, 'name': 'Livemint'}",Priyanka Sharma,SII set to launch HPV vaccine | Mint - Mint,The company is in the process of manufacturing the vaccine doses after delays due to the pandemic and other logistical issues.,https://www.livemint.com/news/india/serum-institute-set-to-launch-indigenously-developed-hpv-vaccine-in-india-to-be-available-at-lower-cost-by-july-september-2021-11682699747203.html,https://images.livemint.com/img/2018/12/28/600x338/News_-_world_1545994908237.jpg,2023-04-28T16:35:46Z,NEW DELHI : Serum Institute of India may launch the countrys first indigenously developed Human Papillomavirus or HPV vaccine sometime between July and September. The company is in the process of manâ€¦ [+1385 chars],health,in
"{'id': None, 'name': 'Healio'}",,Teleretinal imaging may increase diabetic retinopathy screening rates in at-risk groups - Healio,"NEW ORLEANS &mdash; The incorporation of a teleretinal imaging program into primary care clinics may improve diabetic retinopathy screening, according to a poster here.",https://www.healio.com/news/ophthalmology/20230428/teleretinal-imaging-may-increase-diabetic-retinopathy-screening-rates-in-atrisk-groups,https://www.healio.com/~/media/slack-news/ophthalmology/misc/stock-art/retina_3.jpg,2023-04-28T16:31:09Z,"We were unable to process your request. Please try again later. If you continue to have this issue please contact customerservice@slackinc.com.Back to Healio
Key takeaways:
<ul><li>Clinics that offâ€¦ [+2677 chars]",health,in
"{'id': None, 'name': 'YouTube'}",,Powerful diabetes drug shown to help obese adults lose weight - WCNC,As a growing number of overweight Americans clamor for Ozempic and Wegovy â€” drugs touted by celebrities and on TikTok to pare pounds â€” an even more powerful ...,https://www.youtube.com/watch?v=rXKweBynEqA,https://i.ytimg.com/vi/rXKweBynEqA/hqdefault.jpg,2023-04-28T16:18:21Z,,health,in
"{'id': None, 'name': 'Zoomtventertainment.com'}",Rhea Varghese,Haircare Routine: Ayurveda Expert Shares A Simple Weekly Haircare Routine For Healthy Hair - Zoom TV,Ayurveda expert Dr Vaishali Shukla shares a weekly haircare routine for healthy hair. Take a look,https://www.zoomtventertainment.com/lifestyle/beauty/haircare-routine-ayurveda-expert-shares-a-simple-weekly-haircare-routine-for-healthy-hair-article-99851469,"https://static.zoomnews.com/thumb/msid-99851469,updatedat-1682697650340,width-1280,height-720,resizemode-75/99851469.jpg",2023-04-28T16:00:50Z,"68th Filmfare Awards 2023: Anil Kapoor, Tiger Shroff, Govinda, Urvashi Rautela, And Other Celebs Dazzle The Red Carpet",health,in
"{'id': None, 'name': 'Zoomtventertainment.com'}",Vanshika Vasundhare,Expert Reveals The Ultimate Guide For Women With PCOS Trying To Get Pregnant - Zoom TV,"Discover the ultimate guide for women with Polycystic Ovary Syndrome (PCOS) trying to conceive. On Fertility Awareness Week, Dr Rachita Munjal, Consultant, Birla Fertility & IVF provided some valuable insights on fertility, diet, and lifestyle changes to incrâ€¦",https://www.zoomtventertainment.com/lifestyle/health-fitness/expert-reveals-the-ultimate-guide-for-women-with-pcos-trying-to-get-pregnant-article-99851361,"https://static.zoomnews.com/thumb/msid-99851361,updatedat-1682697092115,width-1280,height-720,resizemode-75/99851361.jpg",2023-04-28T15:52:32Z,"What The Film: Falling For Red Flags To Glorifying Stalking In Name Of Love, Everything Wrong With RHTDM",health,in
"{'id': None, 'name': 'Healio'}",,"AKI hospitalization correlates with risk of death, rehospitalization - Healio","Patients who experience AKI during hospitalization showed an increased risk for 90- and 365-day all-cause and selected-cause rehospitalization and death following discharge, according to data in the American Journal of Kidney Diseases.&ldquo;We hope this studâ€¦",https://www.healio.com/news/nephrology/20230428/aki-hospitalization-correlates-with-risk-of-death-rehospitalization,https://www.healio.com/~/media/slack-news/stock-images/nephrology/d/doctor_with_chart362.jpeg,2023-04-28T15:04:36Z,"Key takeaways:
<ul><li>AKI during hospitalization correlates with increased mortality risk.</li><li>This correlation occurs in both patients with and without chronic kidney disease.</li></ul>Patientâ€¦ [+2850 chars]",health,in
"{'id': None, 'name': 'Finnoexpert.com'}",,The Weekend-Only Exercise Plan - Finnoexpert,"Conventional wisdom says that you need at least 30 minutes of exercise five days a week to stay healthy. For many, that means every weekday. But studies over",https://finnoexpert.com/2023/04/28/the-weekend-only-exercise-plan/,https://static01.nyt.com/images/2023/04/26/multimedia/WEEKEND-WORKOUTS1-zwtb/WEEKEND-WORKOUTS1-zwtb-facebookJumbo.jpg,2023-04-28T14:55:52Z,"If youre doing moderate to vigorous exercise only on the weekends, your body may need some extra love before and after a workout to stay healthy.
Dont go in cold and dont finish cold, Dr. Pagliano sâ€¦ [+1195 chars]",health,in
"{'id': None, 'name': 'Gavi.org'}",,"Could the â€œArcturusâ€ variant trigger a new wave of COVID-19 infections and deaths? - Gavi, the Vaccine Alliance","The XBB1.16 variant may be the most transmissible version of SARS-CoV-2 yet, but experts believe it is unlikely to cause a big wave of cases.",https://www.gavi.org/vaccineswork/could-arcturus-variant-trigger-new-wave-covid-19-infections-and-deaths,https://www.gavi.org/sites/default/files/vaccineswork/2023/Header/shutterstock_2280997415_h1.jpg,2023-04-28T14:55:14Z,"Theres a new SARS-CoV-2 variant in town, nicknamed Arcturus after the brightest star in the northern celestial hemisphere. Officially known as the XBB.1.16 sub-variant, the World Health Organization â€¦ [+4695 chars]",health,in
"{'id': None, 'name': 'Organiser.org'}",Organiser,Post-COVID-19 conditions change a personâ€™s immunological response: Study - Organiser,,https://organiser.org/2023/04/28/171450/health/post-covid-19-conditions-change-a-persons-immunological-response-study/,,2023-04-28T14:48:45Z,,health,in
"{'id': None, 'name': 'Northeast Now'}",NE NOW NEWS,Irregular heartbeats like Arrhythmia may cause serious health issues - Northeast Now,There are some arrhythmia which is harmless while some may cause a sudden risk of suffering from cardiac arrest.,http://nenow.in/health/irregular-heartbeats-like-arrhythmia-may-cause-serious-health-issues.html,https://nenow.in/wp-content/uploads/2023/04/Irregular-heartbeats.jpg,2023-04-28T14:21:53Z,Irregular or abnormal heartbeats are a problem with the rate or rhythm of the heartbeat. These irregular heartbeats are called arrhythmia. Heart arrhythmias may feel like a fluttering or racing heartâ€¦ [+1307 chars],health,in
"{'id': None, 'name': 'Technology Networks'}",Ruairi J Mackenzie,Womenâ€™s Gut Bacteria Linked to Emotional Regulation - Technology Networks,"Innovative research has uncovered a connection between the gut microbiome and positive emotions like happiness, hopefulness and better emotional management skills.",https://www.technologynetworks.com/immunology/news/womens-gut-bacteria-linked-to-emotional-regulation-372775,https://assets.technologynetworks.com/production/dynamic/images/content/372775/womens-gut-bacteria-linked-to-emotional-regulation-372775-640x360.jpg?cb=20230428,2023-04-28T14:14:04Z,"Innovative research from Brigham and Women's Hospital and the Harvard T.H. Chan School of Public Health has uncovered a connection between the gut microbiome and positive emotions like happiness, hopâ€¦ [+4789 chars]",health,in
"{'id': None, 'name': 'CNBCTV18'}",https://www.cnbctv18.com,Studies indicate your mobile phone is dirtier than a toilet seat - CNBCTV18,"Some studies have established that some serious pathogens, including E. coli, MRSA and Streptococcus, are found on  cell phones.",https://www.cnbctv18.com/lifestyle/studies-indicate-your-mobile-phone-is-dirtier-than-a-toilet-seat-16530071.htm,https://images.cnbctv18.com/wp-content/uploads/2018/06/Mobile-phone-1019x573.jpg,2023-04-28T14:10:26Z,,health,in
"{'id': None, 'name': 'Odishatv.in'}",IANS,Hour-long endoscopic procedure may eliminate need for insulin for diabetes - OTV News,"More than 37 million Americans have diabetes, and more than 90 per cent of them have Type 2 diabetes, according to a study to be presented at the Digestive Disease Week (DDW) 2023 in the US.",https://odishatv.in/news/health/hour-long-endoscopic-procedure-may-eliminate-need-for-insulin-for-diabetes-202905,https://images.odishatv.in/uploadimage/library/16_9/16_9_5/recent_photo_1682689802.webp,2023-04-28T13:51:36Z,An hour-long endoscopic procedure that uses controlled electrical pulses to modify the lining of the first part of the small intestine may help patients with Type 2 diabetes stop taking insulin and sâ€¦ [+2113 chars],health,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET HealthWorld,"Rare pathogen behind Delhi neonatal outbreaks evolving quickly, resistant to disinfectant: Study - ETHealthWorld","The findings, published in the journal mBio, show that while infected patients can be treated with antifungal medications, the yeast is remarkably resistant to the strong disinfectant bleach commonly used to sanitise hospital rooms. The pathogen is evolving qâ€¦",https://health.economictimes.indiatimes.com/news/industry/rare-pathogen-behind-delhi-neonatal-outbreaks-evolving-quickly-resistant-to-disinfectant-study/99850040,"https://etimg.etb2bimg.com/thumb/msid-99850040,imgsize-96618,width-1200,height=765,overlay-ethealth/industry/rare-pathogen-behind-delhi-neonatal-outbreaks-evolving-quickly-resistant-to-disinfectant-study.jpg",2023-04-28T13:50:10Z,"New Delhi: A dangerous, rare yeast pathogen behind two outbreaks in a neonatal intensive care unit in Delhi is evolving quickly, and is highly resistant to disinfectants commonly used in hospital rooâ€¦ [+2860 chars]",health,in
"{'id': None, 'name': 'Contemporaryobgyn.net'}","Celeste Krewson, Assistant Editor",Cesarean delivery associated with colorectal cancer - Contemporary Obgyn,"In a recent study, female patients born by cesarean delivery were more likely to experience early-onset colorectal cancer.",https://www.contemporaryobgyn.net/view/cesarean-delivery-associated-with-colorectal-cancer,https://cdn.sanity.io/images/0vv8moc6/contobgyn/f225c308622f38329115be39c5815892ac96cb9d-5523x3682.jpg?fit=crop&auto=format,2023-04-28T13:18:15Z,"The risk of early-onset colorectal cancer (CRC) is greater in female individuals born by cesarean delivery, according to a recent study published in JAMA Network Open.
An increased incidence of CRC â€¦ [+3615 chars]",health,in
"{'id': None, 'name': 'Hcplive.com'}",Patrick Campbell,Prenatal Depression Linked to Increased Cardiovascular Risk Within First 2 Years After Delivery - MD Magazine,"An analysis of data from more than 119,000 pregnancies suggests women with prenatal depression were at increased risk for multiple forms of cardiovascular disease within the first 2 years following delivery relative to their counterparts without prenatal deprâ€¦",https://www.hcplive.com/view/prenatal-depression-linked-to-increased-cardiovascular-risk-within-first-2-years-after-delivery,https://cdn.sanity.io/images/0vv8moc6/hcplive/482c8881ec8ca0583d904918295c061357ad1545-3825x3829.jpg?fit=crop&auto=format,2023-04-28T13:01:48Z,"Prenatal depression could signal increased risk of cardiovascular disease within 2 years of delivery, according to a new study.1
Results of the study, which included data from more than 119,000 pregâ€¦ [+4779 chars]",health,in
"{'id': None, 'name': 'India TV News'}",Written by Health Desk,Ajwain For High Cholesterol: Know how to consume it and other health benefits - India TV News,"High cholesterol levels in the blood can invite several chronic health complications, including heart diseases such as stroke and heart attacks. Here are some benefits of Ajwain seeds for bad cholesterol. Keep scrolling to know more.",https://www.indiatvnews.com/health/ajwain-for-high-cholesterol-know-how-to-consume-it-and-other-health-benefits-2023-04-28-867605,https://resize.indiatvnews.com/en/resize/newbucket/1200_-/2023/04/asssssssssfsdddxsssdfcdcddsddddddwddfu-1682682899.jpg,2023-04-28T12:48:04Z,"Ajwain is highly rich in vitamins and minerals such as niacin, thiamine, sodium, phosphorus, potassium, and calcium. It also contains carbohydrates, fatty acids, fibers, proteins, and antioxidants. Aâ€¦ [+2244 chars]",health,in
"{'id': None, 'name': 'Popxo.com'}",Urvi Shah,Kareena Kapoorâ€™s Nutritionist Has A Secret That Makes The Skin Glow - POPxo,,https://www.popxo.com/article/kareena-kapoor-nutritionist-ghee/,https://wp.popxo.com/wp-content/uploads/2023/04/Kareena-Kapoors-Nutritionist-Has-A-Secret-That-Makes-The-Skin-Glow.png?w=1024,2023-04-28T12:47:17Z,I recently learned something from Kareena Kapoors nutritionist a tip that has nothing to do with consuming certain foods. Rutuja Diwekar advises her followers to apply something edible to a certain pâ€¦ [+2569 chars],health,in
"{'id': None, 'name': 'Northeast Now'}",NE NOW NEWS,5 ways to boost kidney health in summer - Northeast Now,"Eating a healthy and balanced diet, exercising regularly, maintaining blood sugar levels and blood pressure can also protect your kidneys in this scorching heat of summer.",http://nenow.in/health/5-ways-to-boost-kidney-health-in-summer.html,https://nenow.in/wp-content/uploads/2023/04/Kidney-health.jpg,2023-04-28T12:43:59Z,The summer season has arrived and one needs to take care of their health as one faces many health issues due to the rise of temperature. We need to keep ourselves hydrated to maintain fluid and electâ€¦ [+2367 chars],health,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",PTI,Eating walnuts daily may enhance attention span & memory: Study - The Economic Times,"Walnuts have a significant amount of alpha-linolenic acid (ALA), an omega-3 fatty acid essential for the body.",https://economictimes.indiatimes.com/magazines/panache/eating-walnuts-daily-may-enhance-attention-span-memory-study/articleshow/99847955.cms,"https://img.etimg.com/thumb/msid-99848725,width-1070,height-580,imgsize-76918,overlay-etpanache/photo.jpg",2023-04-28T12:38:00Z,"Consuming walnuts regularly may have a positive impact on sustained attention and intelligence scores of adolescents, a study claims. Walnuts have a significant amount of alpha-linolenic acid (ALA), â€¦ [+2409 chars]",health,in
"{'id': None, 'name': 'India Education Diary'}",iednewsdesk,Research Finds Two-component System May Bring A New Way To Halt Internal Bleeding - India Education Diary,"MIT engineers have designed a two-component system that can be injected into the body and help form blood clots at the sites of internal injury. These materials, which mimic the way that the body naturally forms clots, could offer a way to keep peopl",https://indiaeducationdiary.in/research-finds-two-component-system-may-bring-a-new-way-to-halt-internal-bleeding/,https://indiaeducationdiary.in/wp-content/uploads/2023/04/MIT_Blood-Clotting-01-PRESS_2.jpg,2023-04-28T09:11:17Z,"MIT engineers have designed a two-component system that can be injected into the body and help form blood clots at the sites of internal injury. These materials, which mimic the way that the body natâ€¦ [+6199 chars]",health,in
"{'id': None, 'name': 'India.com'}",,Walnut Benefits For Summer: 6 Reason Why Soaked Walnuts Make For a Cool Snack - msnNOW,Did you know soaked walnuts make for a great summer snack? Here is why.,https://www.india.com/health/walnut-benefits-for-summer-6-reason-why-soaked-walnuts-make-for-a-cool-snack-6020183/,https://img-s-msn-com.akamaized.net/tenant/amp/entityid/AA1asWQs.img?h=315&w=600&m=6&q=60&o=t&l=f&f=jpg,2023-04-28T09:06:44Z,"Â© Jigyasa Sahay | India.com Lifestyle Staff
 Walnut Benefits for Summer: 6 Reason Why Soaked Walnuts Make For a Cool Snack (Pixabay)
Walnut Benefits: Walnuts, little rain-shaped nuts, have several â€¦ [+2542 chars]",health,in
"{'id': None, 'name': 'Thehealthsite.com'}",Tavishi Dogra,Benefits Of Maternal Vaccination Explained By Dr Neha Khandelwal - TheHealthSite,Maternal vaccination is essential in disease prevention; all pregnant women must take the necessary vaccines. But always remember to weigh the benefit vs the risk. In almost all cases the benefits are far far more. TheHealthSite.com,https://www.thehealthsite.com/pregnancy/benefits-of-maternal-vaccination-explained-by-dr-neha-khandelwal-973660/,https://st1.thehealthsite.com/wp-content/uploads/2023/03/Untitled-10.jpg,2023-04-28T08:36:00Z,"Maternal vaccination is essential in disease prevention; all pregnant women must take the necessary vaccines. But always remember to weigh the benefit vs the risk. In almost all cases, the benefits aâ€¦ [+3771 chars]",health,in
"{'id': None, 'name': 'India.com'}",https://www.india.com/author/jigyasa-sahay/,"Breast Cancer: Diet to Screenings, 7 Lifestyle Tips to Lower The Risk of Cancer - India.com",Breast cancer is a common problem pertaining o women but still requires more awareness around it. Here are few simple lifestyle tips to include for a healthy outlook on life.,https://www.india.com/women/breast-cancer-diet-to-screenings-7-lifestyle-tips-to-lower-the-risk-of-cancer-6019801/,https://static.india.com/wp-content/uploads/2023/04/Untitled-design-1.jpg,2023-04-28T07:54:04Z,"Breast cancer is a common problem pertaining o women but still requires more awareness around it. Here are few simple lifestyle tips to include for a healthy outlook on life. 
Breast Cancer: Breast â€¦ [+2333 chars]",health,in
"{'id': None, 'name': 'Expresshealthcare.in'}",EH News Bureau,Biomarker pattern found in kids with COVID 19-linked inflammatory syndrome - Express Healthcare,Findings from NIH-funded study could lead to new means of diagnosis and treatment for MIS-C,https://www.expresshealthcare.in/news/biomarker-pattern-found-in-kids-with-covid-19-linked-inflammatory-syndrome/439056/,https://cdn.expresshealthcare.in/wp-content/uploads/2022/01/27182522/admin-ajax-4-1.jpg,2023-04-28T07:53:07Z,"Findings from NIH-funded study could lead to new means of diagnosis and treatment for MIS-C
Children with multisystem inflammatory syndrome (MIS-C), a rare condition linked with the virus that causeâ€¦ [+1374 chars]",health,in
"{'id': None, 'name': 'The Indian Express'}",Express News Service,How emotional eating affects obesity in women more than men: Does diet advice need to be gender-specific? - The Indian Express,"A new study shows how obese women showed changes in emotion-related brain regions linked to higher levels of compulsive eating. Culture, societal expectations and gender play a significant role too, says  Dr Suruchi Desai, Senior Consultant, Obstetrics and Gyâ€¦",https://indianexpress.com/article/health-wellness/emotional-eating-obesity-women-men-diet-advice-8580717/,https://images.indianexpress.com/2023/04/women-obesity-1200.jpg,2023-04-28T06:51:22Z,"Do men and women become overweight for different reasons? New research says that obesity affects different parts of the brain in men and women and may, therefore, require sex-specific therapies.This â€¦ [+3720 chars]",health,in
"{'id': None, 'name': 'Jagran.com'}",Prerna Targhotra,Dealing With Anxiety: Eggs To Almonds; 5 Foods To Improve Your Mental Health - Jagran English,Along with medication and therapy the foods you eat may help support your mental health reduce anxiety symptoms and promote better brain health states Healthline Scroll down to know more,https://english.jagran.com/lifestyle/dealing-with-anxiety-eggs-to-almonds-foods-to-improve-your-mental-health-10075423,https://imgeng.jagran.com/images/2023/apr/foods-for-anxiety1682664578699.jpg,2023-04-28T06:44:00Z,"WHEN IT comes to our health, we usually overlook the importance of mental health for our overall well-being. Anxiety is generally referred to as a feeling of fear, dread, and uneasiness. The feelingsâ€¦ [+2372 chars]",health,in
"{'id': None, 'name': 'Punjabnewsexpress.com'}",,Largest West Nile virus outbreak recorded in Arizona: US CDC - Punjab News Express,"<p><strong>WASHINGTON</strong>: The largest recorded West Nile virus (WNV) outbreak in a US county occurred in Maricopa, Arizona, in 2021, according to a new report published by the Centers for Disease Control and Prevention (CDC).</p>",https://www.punjabnewsexpress.com/health/news/largest-west-nile-virus-outbreak-recorded-in-arizona-us-cdc-207291,https://www.punjabnewsexpress.com/images/article/article207291.jpg,2023-04-28T06:38:44Z,"WASHINGTON: The largest recorded West Nile virus (WNV) outbreak in a US county occurred in Maricopa, Arizona, in 2021, according to a new report published by the Centers for Disease Control and Preveâ€¦ [+1042 chars]",health,in
"{'id': None, 'name': 'Ptinews.com'}",,"Even mild Covid infection can harm heart health, study finds - Press Trust of India",Read more about HEADLINE at PTI. Find out more Breaking News and Latest News Headlines from India and around the world HEADLINE word to be replaced by the headline,https://www.ptinews.com//news/health-and-lifestyle/even-mild-covid-infection-can-harm-heart-health-study-finds/15/559657.html,,2023-04-28T06:19:04Z,"New Delhi, Apr 28 (PTI) Even mild cases of COVID-19 can have long-term harmful impacts on cardiovascular health, a study has warned.
 The study, published in the Journal of Clinical Medicine, is theâ€¦ [+358 chars]",health,in
"{'id': None, 'name': 'Sportskeeda'}",Shuvangi Sen Chaudhury,Exploring vitamin B12 benefits and deficiency symptoms - Sportskeeda,"Vitamin B12 is a water-soluble vitamin that is necessary for the brain and nervous system to function properly. Further, it helps with forming red blood cells.",https://www.sportskeeda.com/health-and-fitness/exploring-vitamin-b12-benefits-deficiency-symptoms,https://staticc.sportskeeda.com/editor/2023/04/d11b8-16826513072469-1920.jpg,2023-04-28T04:25:00Z,"Vitamin B12 is a water-soluble vitamin that is necessary for the brain and nervous system to function properly. Further, it helps with forming red blood cells. Additionally, it is also a part of DNA â€¦ [+4152 chars]",health,in
"{'id': None, 'name': 'India.com'}",https://www.india.com/author/lifestylestaff/,Iron Deficiency: 6 Major Symptoms to Know And How to Increase Iron Absorption From Everyday Diet - India.com,"Iron Deficiency:  Iron is important for haemoglobin and we know that foods like green leafy vegetables, lentils, ragi etc are rich in iron. But do you know how to better absorb the nutrient from daily diet?",https://www.india.com/health/iron-deficiency-6-major-symptoms-to-know-and-how-to-increase-iron-absorption-from-everyday-diet-6019515/,https://static.india.com/wp-content/uploads/2023/04/iron.jpg,2023-04-28T03:57:09Z,"Iron Deficiency: Iron is important for haemoglobin and we know that foods like green leafy vegetables, lentils, ragi etc are rich in iron. But do you know how to better absorb the nutrient from dailyâ€¦ [+2039 chars]",health,in
"{'id': None, 'name': 'The Indian Express'}",Parul,"Why neck pain could point to a silent heart attack: Whoâ€™s more prone? Are you overweight, a smoker or have blood pressure? - The Indian Express","'Recognise the potential symptoms of a heart attack and take medical assistance as an emergency to avoid complications. Silent heart attacks can be as dangerous as traditional heart attacks,' says Prof (Dr) Rajesh Vijayvergiya, Department of Cardiology, Advanâ€¦",https://indianexpress.com/article/health-wellness/neck-pain-silent-heart-attack-risk-overweight-smoker-blood-pressure-8580391/,https://images.indianexpress.com/2023/04/silentheartattack_HS1200.jpg,2023-04-28T03:55:55Z,"A silent heart attack, in the absence of known symptoms or occurrence of mild discomfort, often gets passed over in diagnosis. But the scarring of the heart muscle is real, which means a complicationâ€¦ [+6408 chars]",health,in
"{'id': None, 'name': 'News-Medical.Net'}",,Discovery of new biomarkers could lead to early detection of bladder cancer - News-Medical.Net,"A University of Houston biomedical engineer and his team are reporting the discovery of new biomarkers for early detection of bladder cancer (BC), among the most common cancers diagnosed in men in the U.S.",https://www.news-medical.net/news/20230427/Discovery-of-new-biomarkers-could-lead-to-early-detection-of-bladder-cancer.aspx,https://d2jx2rerrg6sh3.cloudfront.net/image-handler/picture/2014/7/174318220-620x480.jpg,2023-04-28T03:34:00Z,"A University of Houston biomedical engineer and his team are reporting the discovery of new biomarkers for early detection of bladder cancer (BC), among the most common cancers diagnosed in men in thâ€¦ [+3300 chars]",health,in
"{'id': None, 'name': 'Newsmeter.in'}",Anoushka Caroline Williams,"This summer, protect your eyes from heat & dust with these tips - NewsMeter","Heat can also cause allergic reactions in the eyes, ranging from mild itching and redness to severe watering and swelling of the eyelids",https://newsmeter.in/science-health/summer-protect-your-eyes-from-heat-dust-with-these-tips-711535,https://newsmeter.in/h-upload/2023/04/27/344556-whatsapp-image-2023-04-27-at-42949-pm.jpg,2023-04-28T03:30:20Z,"Hyderabad: Due to increased sun exposure, dust, and screen time owing to digital gadgets, its critical to prioritise your eye health during the hot months ahead. However, with a few basic measures anâ€¦ [+7698 chars]",health,in
