source,author,title,description,url,urlToImage,publishedAt,content,category,country
"{'id': None, 'name': 'Moneycontrol'}",PTI,BSNL 4G to go live in next 2 weeks; 5G by December: Ashwini Vaishnaw - Moneycontrol,"BSNL has placed an advance purchase order of over Rs 19,000 crore with Tata Consultancy Services and ITI Limited for the deployment of a 4G network, comprising more than 1.23 lakh sites.",https://www.moneycontrol.com/news/telecom/bsnl-4g-to-go-live-in-next-2-weeks-5g-by-december-ashwini-vaishnaw-10655051.html,https://images.moneycontrol.com/static-mcnews/2022/09/Ashwini-Vaishnaw-770x433.jpg,2023-05-24T17:00:55Z,"Dehradun, May 24 BSNL has started rolling out of 4G network with 200 sites, and after a three-month trial, it will launch an average of 200 sites per day, Union IT and Communications Minister Ashwiniâ€¦ [+2487 chars]",business,in
"{'id': None, 'name': 'Bqprime.com'}",Monal Sanghvi,LIC Q4 Results: Profit Jumps But Premium Falls 8% - BQ Prime,"LIC's Q4 after-tax profit jumped to Rs 13,428 crore from Rs 2,372 crore over the same period in the previous fiscal.",https://www.bqprime.com/business/lic-q4-results-profit-jumps-but-premium-falls-8,https://gumlet.assettype.com/bloombergquint%2F2023-05%2F3c612116-fc6b-472a-bc41-8f3425f245df%2Fbloombergquint_2022_05_250c7e44_d249_4f8d_9304_274044bcc0dc_WhatsApp_Image_2022_05_17_at_7_37_42_AM_.jpg?w=1200&auto=format%2Ccompress&ogImage=true,2023-05-24T17:00:53Z,"The unusual jump in profis in FY23 is on account of the behemoth changing its distribution policy in December last year, in the run-up to its initial public offering.
LIC had a single fund for both â€¦ [+846 chars]",business,in
"{'id': 'the-hindu', 'name': 'The Hindu'}",The Hindu,GDP growth may cross 7% in 2022-23: RBI Governor - The Hindu,,https://www.thehindu.com/business/Economy/gdp-growth-may-cross-7-in-2022-23-rbi-governor/article66890046.ece,,2023-05-24T16:52:00Z,,business,in
"{'id': None, 'name': 'Equity Bulls'}",Equity Bulls,Piramal Pharma Ltd Q4 FY2022-23 consolidated net profit at Rs. 50.11 crores - Equity Bulls,,https://www.equitybulls.com/category.php?id=332837,,2023-05-24T16:40:18Z,,business,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",TNN,"'DGCA to audit Go First before allowing it to fly again,' airline tells employees - Indiatimes.com",India Business News: The Directorate General of Civil Aviation (DGCA) will conduct an audit of Go Firstâ€™s preparedness before allowing it to resume operations. Rajit Ranja,https://timesofindia.indiatimes.com/business/india-business/dgca-to-audit-go-first-before-allowing-it-to-fly-again-airline-tells-employees/articleshow/100481812.cms,"https://static.toiimg.com/thumb/msid-100481808,width-1070,height-580,imgsize-791996,resizemode-75,overlay-toi_sw,pt-32,y_pad-40/photo.jpg",2023-05-24T16:06:00Z,Plan to restart flights but no clarity yet on date of resumption: Go First to DGCACrisis-hit airline Go First on Tuesday told the Directorate General of Civil Aviation (DGCA) it hopes to resume flighâ€¦ [+176 chars],business,in
"{'id': None, 'name': 'Equity Bulls'}",,Life Insurance Corporation of India posts consolidated PAT of Rs. 13190.79 crores in Q4 FY2023 - Equity Bulls,"The Board of Directors of Life Insurance Corporation of India Limited, at its meeting held today have approved the financial results of the company for the period ended March 31, 2023 - Q4FY23 and FY2023.",https://www.equitybulls.com/category.php?id=332830,https://www.equitybulls.com/equitybullsadmin/uploads/Life Insurance Corporation of India Logo 2.jpg,2023-05-24T15:48:49Z,"Life Insurance Corporation Of India has reported Consolidated financial results for the period ended March 31, 2023.
Financial Results (Q4 FY2023) - QoQ Comparison 
The company has reported total iâ€¦ [+2107 chars]",business,in
"{'id': None, 'name': 'Exchange4Media'}",exchange4media Staff,"Goafest 2023 Day 1: EssenceMediacom is Media Agency of the Year, Mindshare wins 6 gold - Exchange4Media","EssenceMediacom also wins Grand Prix and four gold. Madison bags four gold, ABP one gold",https://www.exchange4media.com/goa-fest-news/goafest-2023-day-1-essencemediacom-is-media-agency-of-the-year-mindshare-wins-6-gold-127591.html,https://www.exchange4media.com/news-photo/127591-Untitleddesign9.jpg,2023-05-24T15:32:26Z,"Wrapping the gala three-day celebration of creativity, Goafest 2022 on Saturday announced the winners of Abby One Show Awards in 14 categories, including Video Craft, Radio &amp; Radio Craft, Brandedâ€¦ [+2419 chars]",business,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",ET Online,"Hyundai new sub-compact SUV Exter: India launch in July. Expected price, features and other details - The Economic Times","Hyundai Exter will come with come with smart electric sunroof and dashcam with dual camera, a first in its segment",https://economictimes.indiatimes.com/industry/auto/hyundai-new-sub-compact-suv-exter-india-launch-in-july-expected-price-features-and-other-details/articleshow/100480663.cms,"https://img.etimg.com/thumb/msid-100481114,width-1070,height-580,imgsize-830950,overlay-economictimes/photo.jpg",2023-05-24T15:28:00Z,Hyundai has announced that it new sub-compact SUV Exter will be launched in India on July 10th. The automaker also said that Exter will come with come with smart electric sunroof and dashcam with duaâ€¦ [+2168 chars],business,in
"{'id': None, 'name': 'Livemint'}",Livemint,FDI flows plummets 16% in FY23 to USD 71 billion | Mint - Mint,FDI flows plummets 16% in FY23 to USD 71 billion first time in 10 years.,https://www.livemint.com/news/india/fdi-flows-plummets-16-in-fy23-to-usd-71-billion-11684936929679.html,https://www.livemint.com/lm-img/img/2023/05/24/600x338/India-is-among-the-top-10-FDI-destinations-globall_1672228582101_1684937815659.jpg,2023-05-24T15:05:22Z,"According to statistics from the RBI, gross foreign direct investment (FDI) flows fell to USD 71 billion annually in 202223 for the first time in ten years. ""Gross inward FDI flows stood at USD 71 biâ€¦ [+5893 chars]",business,in
"{'id': None, 'name': 'Investing.com'}",Barani Krishnan/Investing.com,U.S. crude stocks plunged 12.5M barrels last week - EIA By Investing.com - Investing.com,U.S. crude stocks plunged 12.5M barrels last week - EIA,https://www.investing.com/news/commodities-news/us-crude-stocks-plunged-125m-barrels-last-week--eia-3089988,https://i-invdn-com.investing.com/news/LYNXMPEB050EH_L.jpg,2023-05-24T14:55:00Z,"Investing.com -- U.S. crude stockpiles plunged by almost 12.5 million barrels last week, multifold to expectations, and fuel demand overshot forecasts too, the government agency responsible said on Wâ€¦ [+1471 chars]",business,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Sanjeev Choudhary,"Oil India Q4 Results: Net profit rises 10% YoY to Rs 1,788 crore on high oil prices - The Economic Times",The company's gains on high crude prices were limited by the government's windfall tax that was imposed last July. The company reported an excise duty outgo of Rs 252 in the Jan-March quarter compared to nearly nothing in the year-ago period. The excise duty â€¦,https://economictimes.indiatimes.com/markets/stocks/earnings/oil-india-q4-results-net-profit-rises-10-yoy-to-rs-1788-crore-on-high-oil-prices/articleshow/100480668.cms,"https://img.etimg.com/thumb/msid-100480671,width-1070,height-580,imgsize-32324,overlay-etmarkets/photo.jpg",2023-05-24T14:37:00Z,"Oil India's quarterly profit rose 10% on high oil and gas prices. Profit for the Jan-March quarter rose to Rs 1,788 crore from Rs 1,630 crore in the year-ago period. Revenue rose 26% to Rs 5,650 crorâ€¦ [+982 chars]",business,in
"{'id': None, 'name': 'CarToq.com'}",Ajeesh Kuttan,Simple One Electric Scooter launched: How it compares with Ola S1 Pro & Ather 450X - CarToq.com,"Simple Energy, a Bengaluru-based electric vehicle startup, announced its electric scooter in 2021 and even started accepting bookings for the scooter. However, due to several reasons, the launch got delayed. Finally, Simple Energy recently launched its first â€¦",https://www.cartoq.com/simple-one-electric-scooter-launched-how-it-compares-with-ola-s1-pro-ather-450x/,https://www.cartoq.com/wp-content/uploads/2023/05/simple-one-vs-ather-450x-vs-ola-s1-pro.jpg,2023-05-24T14:15:31Z,"Simple Energy, a Bengaluru-based electric vehicle startup, announced its electric scooter in 2021 and even started accepting bookings for the scooter. However, due to several reasons, the launch got â€¦ [+3894 chars]",business,in
"{'id': None, 'name': 'Livemint'}",Pooja Sitaram Jaiswar,"JB Chemicals recommend 462.50% dividend, 1:2 stock split; here's what investors should know | Mint - Mint","Pharma company, JB Chemicals has announced two corporate actions for shareholders. Firstly, it will pay a dividend of  â‚¹9.25 per share. And secondly, the company's stock will split in the ratio of 1:2 ahead.",https://www.livemint.com/market/stock-market-news/jb-chemicals-recommend-462-50-dividend-1-2-stock-split-check-key-highlights-here-11684933036762.html,https://www.livemint.com/lm-img/img/2023/05/24/600x338/Mutual_funds_1684918961702_1684933760895.JPG,2023-05-24T13:10:58Z,"While announcing Q4 and year-ended FY23 earnings report on Wednesday, JB Chemicals &amp; Pharmaceuticals also declared a final dividend and stock split. The pharma player will pay a final dividend ofâ€¦ [+1992 chars]",business,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Kshitij Anand,"Breakout Stocks: How to trade Adani Enterprises, Prime Focus and Sudarshan Chemicals on Thursday? - The Economic Times","Buying was seen in consumer durables, healthcare, utilities, and FMCG while selling was visible in banks and metals on Wednesday. Stocks in focus today include names like Adani Enterprises, which was down nearly 6%; Prime Focus was up nearly 13%, and Sudarshaâ€¦",https://economictimes.indiatimes.com/markets/stocks/news/breakout-stocks-how-to-trade-adani-enterprises-prime-focus-and-sudarshan-chemicals-on-thursday/articleshow/100478292.cms,"https://img.etimg.com/thumb/msid-100478909,width-1070,height-580,imgsize-63640,overlay-etmarkets/photo.jpg",2023-05-24T13:05:00Z,"Indian market snapped a 3-day winning streak to close in the red on Wednesday, tracking muted global cues. The S&amp;P BSE Sensex fell more than 200 points while the Nifty50 closed below 18300 levelsâ€¦ [+2474 chars]",business,in
"{'id': None, 'name': 'Moneycontrol'}",Swarali Bodas,Simply Save: How 20% TCS will affect your investments in foreign stocks and property abroad - Moneycontrol,The recently announced 20% tax collected at source on international spends via credit cards has come as a rude shock to those planning a holiday abroad. But itâ€™s worth remembering that these are not the only overseas spends that attract TCS. In a conversationâ€¦,https://www.moneycontrol.com/news/podcast/simply-save-how-20-percent-tcs-will-affect-your-investments-in-foreign-stocks-and-property-abroad-10653901.html,https://images.moneycontrol.com/static-mcnews/2023/05/Simply-Save-podcast-thumbnail-770x433.jpg,2023-05-24T12:29:01Z,The governments decision to levy a 20 percent TCS or tax collected at source on international transactions using credit cards has been the hot-button topic of discussion over the past week. A Financeâ€¦ [+3455 chars],business,in
"{'id': None, 'name': 'Entrackr'}",Harsh Upadhyay,Amazon leads $20 Mn round in kids' fashion brand Hopscotch - Entrackr,Kids' fashion brand Hopscotch has raised $20 million in a funding round led by Amazon.,https://entrackr.com/2023/05/amazon-leads-20-mn-round-in-kids-fashion-brand-hopscotch/,https://entrackr.com/storage/2020/09/hopscotch-1.jpg,2023-05-24T12:21:43Z,,business,in
"{'id': None, 'name': 'CNBCTV18'}",Meghna Sen,"Adani stocks: Market value of LIC investments in Adani group shares rise to Rs 45,000 crore - CNBCTV18","Overall, LIC's investments in seven Adani group firms stood at Rs 45,523 crore as on May 23, against Rs 39,878.68 crore on May 19, a rise of 14%. The Adani Group's listed companies have recovered almost 50 percent of the M-cap that they lost after the explosiâ€¦",https://www.cnbctv18.com/market/lic-adani-stocks-market-value-of-lic-investments-in-adani-group-shares-hit-rs-45000-crore-16747171.htm,https://images.cnbctv18.com/wp-content/uploads/2023/05/Adani-Group-Companies-3-1019x573.png,2023-05-24T11:56:44Z,"homemarket NewsAdani stocks: Market value of LIC investments in Adani group shares rise to Rs 45,000 crore
Overall, LIC's investments in seven Adani group firms stood at Rs 45,523 crore as on May 23â€¦ [+1199 chars]",business,in
"{'id': None, 'name': 'Moneycontrol'}",Manish M. Suvarna,"Rs 2,000 note withdrawal impact: CD, CP yield falls on expectation of improvement in bank deposits - Moneycontrol","The yields on CDs maturing in three months, which were trading in the 7.00-7.20 percent range on May 17, have now fallen to 6.80-6.95 percent.",https://www.moneycontrol.com/news/business/rs-2000-note-withdrawal-impact-cd-cp-yield-falls-on-expectation-of-improvement-in-bank-deposits-10653721.html,https://images.moneycontrol.com/static-mcnews/2023/04/Interest-rates-770x431.jpg,2023-05-24T11:34:16Z,The yield on certificates of deposit (CD) has fallen 15-20 basis points (Bps) since last week on expectations of an improvement in banking system liquidity after the Reserve Bank of India (RBI) annouâ€¦ [+3389 chars],business,in
"{'id': 'the-times-of-india', 'name': 'The Times of India'}",Kshitij Anand,ETMarkets Smart Talk: Why Kunal Vora of BNP Paribas India prefers IT sector despite headwinds & financial - Economic Times,"With inflationary pressure easing, RBI has already paused the rate hike cycle and the expectations are similar from major global CBs in the upcoming meets. Bond yields have come off from the peak which is positive for equities.",https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-why-kunal-vora-of-bnp-paribas-india-prefers-it-sector-despite-headwinds-financial-services/articleshow/100448392.cms,"https://img.etimg.com/thumb/msid-100462975,width-1070,height-580,imgsize-29178,overlay-etmarkets/photo.jpg",2023-05-24T11:30:00Z,"Over the last year, the financial services sector has been our most preferred sector and that remains unchanged. We also find the IT services attractive with beaten down expectations and reasonable vâ€¦ [+7889 chars]",business,in
"{'id': None, 'name': 'India Today'}",Ankita Chakravarti,"Shopkeepers can no longer ask for mobile numbers before generating bill, new govt advisory says - India Today","With online scams on the rise, revealing your mobile number can expose it to scammers who often carry out these scams through mobile phone and WhatsApp messages.",https://www.indiatoday.in/technology/news/story/shopkeepers-can-no-longer-ask-for-mobile-numbers-before-generating-bill-new-govt-advisory-says-2383683-2023-05-24,https://akm-img-a-in.tosshub.com/indiatoday/images/story/202305/shopkeeper-sixteen_nine-_3.png?VersionId=zGVgtqsGWF2YpASEOtZOFvA6ODgY.yHh,2023-05-24T10:48:02Z,"By Ankita Chakravarti: Do you also get annoyed when shopkeepers ask you to submit your mobile number for generating something? Well, the government has now spoken against it, and shopkeepers will no â€¦ [+2391 chars]",business,in
"{'id': None, 'name': 'Analytics India Magazine'}",Pritam Bordoloi,Indian Govt to Soon Launch Generative AI Services - Analytics India Magazine,"At AWS India Summit, AWS said the Indian govt is working on generative AI, actively exploring the potential use cases across departments and initiatives.",https://analyticsindiamag.com/indian-govt-to-soon-launch-generative-ai-services/,https://149695847.v2.pressablecdn.com/wp-content/uploads/2023/05/1Untitled-2.jpg,2023-05-24T10:37:59Z,,business,in
"{'id': None, 'name': 'Team-BHP'}",Tushar Kelshikar,Mercedes-Benz A-Class facelift launched at Rs 45.80 lakh - Team-BHP,Mercedes-Benz has announced the launch of the updated A-Class Limousine in India. The brand's entry-level sedan is available in a single petrol variant priced at Rs 45.80 lakh (ex-showroom).,https://www.team-bhp.com/news/mercedes-benz-class-facelift-launched-rs-4580-lakh,https://www.team-bhp.com/sites/default/files/styles/large/public/1409292682-310711623_453618726865661_5931279328410180802_n_720x540.jpg,2023-05-24T10:16:49Z,"Mercedes-Benz has announced the launch of the updated A-Class Limousine in India. The brand's entry-level sedan is available in a single petrol variant priced at Rs 45.80 lakh (ex-showroom).
The 202â€¦ [+591 chars]",business,in
"{'id': None, 'name': 'BusinessLine'}",BusinessLine,"Ambuja Cement, ACC opens new R&D centre - BusinessLine",,https://www.thehindubusinessline.com/companies/ambuja-cement-acc-opens-new-rd-centre/article66888210.ece,,2023-05-24T09:41:19Z,,business,in
"{'id': None, 'name': 'Bqprime.com'}",Rishabh Mishra,"Deepak Nitrite Shares Surge 10% On Rs 5,000 Crore Capex Plan - BQ Prime",The project is to set up a facility to manufacture specialty chemicals at Dahej and Nandesari in Gujarat.,https://www.bqprime.com/markets/deepak-nitrite-shares-surge-10-on-rs-5000-crore-capex-plan,https://gumlet.assettype.com/bloombergquint%2F2022-06%2F04d0041f-9003-4730-8a17-f511c85c8fa4%2FDSC4469_1.jpg?rect=0%2C141%2C1110%2C583&w=1200&auto=format%2Ccompress&ogImage=true,2023-05-24T09:39:50Z,"Shares of Deepak Nitrite Ltd. surged 10% intraday on Wednesday after its unit agreed to invest around Rs 5,000 crore in Gujarat over the next four years.
Deepak Chem Tech Ltd. signed an agreement toâ€¦ [+575 chars]",business,in
"{'id': None, 'name': 'CNBCTV18'}",Sudarshan Kumar,"Delhi High Court dismisses Vodafone Ideaâ€™s plea against Rs 2,000 crore penalty - CNBCTV18","In 2016, TRAI recommended that a penalty of Rs 50 crore be levied on Bharti Airtel and Vodafone for each of the country's 21 circles, excluding Jammu & Kashmir. The penalty added up to Rs 1,050 crore for each operator.",https://www.cnbctv18.com/telecom/delhi-high-court-dismisses-vodafone-idea-plea-against-rs-2000-crore-penalty-16749321.htm,https://images.cnbctv18.com/wp-content/uploads/2023/01/vodafone-1000x573.jpeg,2023-05-24T09:02:16Z,"hometelecom NewsDelhi High Court dismisses Vodafone Ideas plea against Rs 2,000 crore penalty
In 2016, TRAI recommended that a penalty of Rs 50 crore be levied on Bharti Airtel and Vodafone for eachâ€¦ [+1093 chars]",business,in
"{'id': None, 'name': 'Hindustan Times'}",HT News Desk,"Gold, silver prices on May 24: Check latest rates in your city - Hindustan Times","In India, the gold prices are sourced from reputed jewellers and are based on factors including global demand, currency, interest rates and government policies.",https://www.hindustantimes.com/business/gold-silver-prices-on-may-24-check-latest-rates-in-your-city-101684917029963.html,https://www.hindustantimes.com/ht-img/img/2023/05/24/1600x900/BLUESTONE-STAKE-TEMASEK-0_1684048889297_1684917833980.JPG,2023-05-24T08:46:15Z,"Gold prices have seen a marginal increase on Wednesday, according to Goodreturns.com. The price of 10 gram of 22-carat gold has shot up to 56,250 as opposed to 56,000 yesterday. Similarly, the cost oâ€¦ [+1107 chars]",business,in
